SYMBOL,CODE,DATE_,BUY_VOL_CHG_MAX,BUY_VOL_CHG_MEAN,SELL_VOL_CHG_MAX,SELL_VOL_CHG_MEAN
COMCORP,7195,5/20/2020,1200,29.85191638,2200,62.58231707
COMCORP,7195,5/19/2020,1000,86.71875,1700,130.9140625
COMCORP,7195,5/18/2020,1200,43.25,2000,333.5
COMCORP,7195,5/15/2020,1000,9.013227513,2250,84.42328042
COMCORP,7195,5/14/2020,1000,51.98351648,2000,94.62606838
COMCORP,7195,5/13/2020,1000,85.41461538,3331,208.3242308
COMCORP,7195,5/12/2020,1000,144.3401163,1500,113.7209302
COMCORP,7195,5/8/2020,2000,45.80326853,1923,95.73097351
COMCORP,7195,5/6/2020,1000,20.49137594,1900,116.8228504
COMCORP,7195,5/5/2020,1000,60.9254902,996,80.34846257
COMCORP,7195,5/4/2020,1000,9.460470755,1735,44.80904289
COMCORP,7195,4/30/2020,1000,21.3860087,1478,118.2326677
COMCORP,7195,4/29/2020,1000,24.079806,1141,72.04727121
COMCORP,7195,4/28/2020,1000,24.04119161,2795,53.3177169
COMCORP,7195,4/27/2020,1000,21.76239082,1199,61.59932636
COMCORP,7195,4/24/2020,400,8.810046458,1479,47.37556224
COMCORP,7195,4/23/2020,200,-0.008333333,804,46.56666667
COMCORP,7195,4/22/2020,300,-5,500,65
COMCORP,7195,4/21/2020,200,-28.94117647,501,71.94117647
COMCORP,7195,4/20/2020,250,17.60666667,1299,82.94116667
COMCORP,7195,4/17/2020,200,28.07692308,799,2.467948718
COMCORP,7195,4/16/2020,300,114.2857143,376,32.57142857
COMCORP,7195,4/9/2020,200,-11.11111111,672,139.7777778
COMCORP,7195,4/6/2020,200,20,599,63.95
COMCORP,7195,4/3/2020,150,2.5,824,224.85
COMCORP,7195,4/2/2020,1500,58.33333333,740,84.35208333
UCHITEC,7100,6/12/2020,100,2.34849643,1211,14.88984399
UCHITEC,7100,6/11/2020,100,4.872342115,1073,11.30020085
UCHITEC,7100,6/10/2020,500,3.936994956,244,4.021772219
UCHITEC,7100,6/9/2020,250,3.715262498,401,3.228470925
UCHITEC,7100,6/5/2020,270,5.924090928,2503,12.56275855
UCHITEC,7100,6/4/2020,530,10.42178645,363,5.158775491
UCHITEC,7100,6/3/2020,100,2.325037264,276,5.120359068
UCHITEC,7100,6/2/2020,200,7.123941329,268,5.927628549
UCHITEC,7100,6/1/2020,200,3.719610777,728,14.4860823
UCHITEC,7100,5/29/2020,192,5.068767507,401,6.438583587
UCHITEC,7100,5/28/2020,400,4.520837725,388,5.194607961
UCHITEC,7100,5/27/2020,150,4.542607106,357,8.379989551
UCHITEC,7100,5/22/2020,100,1.786511204,1757,22.25373199
UCHITEC,7100,5/21/2020,100,-15.84475185,1500,13.12064458
UCHITEC,7100,5/20/2020,200,5.0110788,937,11.47071212
UCHITEC,7100,5/19/2020,637,6.921286611,555,6.502743092
UCHITEC,7100,5/18/2020,150,4.908753152,1700,11.7068495
UCHITEC,7100,5/15/2020,1000,11.24419045,472,13.38726204
UCHITEC,7100,5/14/2020,100,1.125398938,137,3.129442475
UCHITEC,7100,5/13/2020,100,2.90564441,341,3.394512447
UCHITEC,7100,5/12/2020,500,5.35091078,288,5.660887333
UCHITEC,7100,5/8/2020,200,5.614161909,581,6.151847506
UCHITEC,7100,5/6/2020,200,9.60692456,595,5.052826619
UCHITEC,7100,5/5/2020,200,6.959836719,500,13.29227458
UCHITEC,7100,5/4/2020,200,3.611709426,844,14.26926483
UCHITEC,7100,4/30/2020,1000,11.77564758,473,11.20005011
UCHITEC,7100,4/29/2020,300,6.40766523,632,16.85975638
UCHITEC,7100,4/28/2020,5000,10.0526275,480,8.060160299
UCHITEC,7100,4/27/2020,1873,-9.153109391,1000,26.90062964
UCHITEC,7100,4/24/2020,29,0.716944404,275,6.242028067
UCHITEC,7100,4/23/2020,60,2.448742433,289,6.339625348
UCHITEC,7100,4/22/2020,1000,8.393023323,496,12.56525009
UCHITEC,7100,4/21/2020,5000,19.04301287,555,7.217181769
UCHITEC,7100,4/20/2020,214,9.639817264,2487,12.15379025
UCHITEC,7100,4/17/2020,200,5.311670695,4360,29.4593422
UCHITEC,7100,4/16/2020,100,2.068086171,215,3.661628406
UCHITEC,7100,4/15/2020,200,2.352972386,566,2.36553916
UCHITEC,7100,4/14/2020,150,6.703716482,333,7.403669662
UCHITEC,7100,4/13/2020,300,4.002321098,400,11.27493114
UCHITEC,7100,4/10/2020,100,2.264755443,152,6.503735869
UCHITEC,7100,4/9/2020,300,3.302375674,528,10.93808951
UCHITEC,7100,4/8/2020,2242,22.01401631,575,8.819666938
UCHITEC,7100,4/7/2020,250,4.079272277,496,5.441867033
UCHITEC,7100,4/6/2020,200,6.949319417,4794,14.87732597
UCHITEC,7100,4/3/2020,2000,11.54940287,260,11.7388133
UCHITEC,7100,4/2/2020,4217,10.0471325,934,9.623765962
CANONE,5105,6/12/2020,100,4.373434963,345,6.75399841
CANONE,5105,6/11/2020,200,5.136191286,160,8.445837993
CANONE,5105,6/10/2020,300,2.006071528,159,5.539215881
CANONE,5105,6/9/2020,200,4.927153331,689,11.57927218
CANONE,5105,6/5/2020,500,5.700317013,586,4.494282181
CANONE,5105,6/4/2020,200,1.198942784,800,21.9241502
CANONE,5105,6/3/2020,200,3.193190173,937,24.73237234
CANONE,5105,6/2/2020,500,13.94512612,1081,29.78172433
CANONE,5105,6/1/2020,180,0.697359242,870,10.92493765
CANONE,5105,5/29/2020,500,8.200929983,346,10.0650974
CANONE,5105,5/28/2020,200,5.478256705,1553,30.7433908
CANONE,5105,5/27/2020,400,5.905306995,572,23.94814669
CANONE,5105,5/22/2020,300,8.619609335,707,31.99643401
CANONE,5105,5/21/2020,100,1.92720399,455,17.52528958
CANONE,5105,5/20/2020,100,3.784966609,494,26.82483304
CANONE,5105,5/19/2020,200,5.137853692,252,9.278623188
CANONE,5105,5/18/2020,200,6.122718784,200,13.19069264
CANONE,5105,5/15/2020,200,6.181375526,300,13.59229025
CANONE,5105,5/14/2020,100,2.97989418,330,18.66200497
CANONE,5105,5/13/2020,150,2.623624678,200,8.32082285
CANONE,5105,5/12/2020,100,0.944687077,272,5.409104967
CANONE,5105,5/8/2020,150,3.208975756,683,10.16427326
CANONE,5105,5/6/2020,300,2.631981872,273,16.15519861
CANONE,5105,5/5/2020,100,4.486610466,290,16.355491
CANONE,5105,5/4/2020,200,11.60531609,220,10.51077586
CANONE,5105,4/30/2020,50,1.711111111,250,11.1292735
CANONE,5105,4/29/2020,110,9.485071807,1590,68.32426304
CANONE,5105,4/28/2020,100,15.75961538,800,27.98717949
CANONE,5105,4/27/2020,100,8.008241758,399,24.09487179
CANONE,5105,4/24/2020,50,0.596689895,100,17.17421603
CANONE,5105,4/23/2020,100,2.955214646,112,9.576215729
CANONE,5105,4/22/2020,200,8.178571429,161,8.337654321
CANONE,5105,4/21/2020,162,4.888374256,107,9.12375372
CANONE,5105,4/20/2020,100,0.710343751,327,10.94786912
CANONE,5105,4/17/2020,50,1.201341528,397,16.80121817
CANONE,5105,4/16/2020,200,8.407257043,200,13.0852387
CANONE,5105,4/15/2020,700,16.42518315,225,3.859371184
CANONE,5105,4/14/2020,500,1.379704452,194,8.823967014
CANONE,5105,4/13/2020,130,2.68370021,115,7.188417191
CANONE,5105,4/10/2020,75,2.917235152,130,6.090329053
CANONE,5105,4/9/2020,100,2.94295147,556,12.91816064
CANONE,5105,4/8/2020,100,1.17282197,251,15.02215909
CANONE,5105,4/7/2020,200,7.362882838,250,7.301092828
CANONE,5105,4/6/2020,100,5.074782386,180,10.18787762
CANONE,5105,4/3/2020,500,8.132886905,257,13.39231151
CANONE,5105,4/2/2020,500,22.93056836,470,27.57895545
WELLCAL,7231,6/12/2020,1000,23.64719862,988,10.58917184
WELLCAL,7231,6/11/2020,1000,6.579698955,2436,27.01271787
WELLCAL,7231,6/10/2020,500,10.66844822,1108,15.46422388
WELLCAL,7231,6/9/2020,500,1.956613457,1368,11.43130468
WELLCAL,7231,6/5/2020,500,11.59229621,910,15.58399023
WELLCAL,7231,6/4/2020,500,11.75956755,1381,12.89951527
WELLCAL,7231,6/3/2020,500,8.502415434,1430,24.25748257
WELLCAL,7231,6/2/2020,500,19.92936298,844,16.16081381
WELLCAL,7231,6/1/2020,600,17.47496311,2300,24.17946314
WELLCAL,7231,5/29/2020,1000,18.31135694,726,11.06810989
WELLCAL,7231,5/28/2020,550,9.005644361,1096,17.79394575
WELLCAL,7231,5/27/2020,1000,9.888873804,1000,13.35842845
WELLCAL,7231,5/22/2020,1000,10.71190624,1098,15.11006335
WELLCAL,7231,5/21/2020,1000,12.90619122,1595,13.60191174
WELLCAL,7231,5/20/2020,500,17.15418899,1471,16.42081943
WELLCAL,7231,5/19/2020,300,5.99067097,1943,24.5544591
WELLCAL,7231,5/18/2020,950,10.28243979,943,26.25258233
WELLCAL,7231,5/15/2020,900,9.908575007,920,18.21430898
WELLCAL,7231,5/14/2020,500,7.996347173,755,22.30413281
WELLCAL,7231,5/13/2020,1330,6.848713713,3816,25.69865562
WELLCAL,7231,5/12/2020,2000,11.25116346,1690,15.60443253
WELLCAL,7231,5/8/2020,600,10.45686422,2193,21.0384188
WELLCAL,7231,5/6/2020,600,22.84473968,5000,49.89193301
WELLCAL,7231,5/5/2020,750,18.03498376,1204,12.66102132
WELLCAL,7231,5/4/2020,450,3.275124079,503,6.673356343
WELLCAL,7231,4/30/2020,500,13.19455273,1400,23.27898712
WELLCAL,7231,4/29/2020,400,7.915691806,804,13.78405439
WELLCAL,7231,4/28/2020,300,9.231224002,1091,22.93121059
WELLCAL,7231,4/27/2020,500,7.826973461,220,4.805741045
WELLCAL,7231,4/24/2020,500,12.61281385,500,13.7492017
WELLCAL,7231,4/23/2020,137,9.818506494,744,15.05161747
WELLCAL,7231,4/22/2020,320,12.36976282,541,11.23216275
WELLCAL,7231,4/21/2020,1000,17.47814805,802,10.92265396
WELLCAL,7231,4/20/2020,200,7.90165541,530,11.51129394
WELLCAL,7231,4/17/2020,1000,19.21223642,1100,19.47240212
WELLCAL,7231,4/16/2020,320,17.97309686,1100,8.941982507
WELLCAL,7231,4/15/2020,400,10.2099496,1100,17.36676106
WELLCAL,7231,4/14/2020,300,9.761416136,331,15.75350403
WELLCAL,7231,4/13/2020,500,12.09796564,245,8.330586413
WELLCAL,7231,4/10/2020,200,8.965539268,431,11.44469231
WELLCAL,7231,4/9/2020,300,7.186730099,613,19.78004149
WELLCAL,7231,4/8/2020,100,3.002276867,2340,39.3239006
WELLCAL,7231,4/7/2020,500,9.673036632,728,12.84276455
WELLCAL,7231,4/6/2020,500,8.376441657,334,7.066517334
WELLCAL,7231,4/3/2020,300,8.08,200,8.625492899
WELLCAL,7231,4/2/2020,200,11.1751135,968,31.1472231
IQZAN,7183,6/12/2020,1000,98.32246377,2537,261.9456522
IQZAN,7183,6/11/2020,500,1.736842105,1635,177.3421053
IQZAN,7183,6/10/2020,654,-1.909090909,1635,120.5606061
IQZAN,7183,6/9/2020,1000,136.3937908,1885,69.65196078
IQZAN,7183,6/5/2020,1180,64.84545455,1180,76.63484848
IQZAN,7183,6/4/2020,1180,30.67532468,2775,197.4004329
IQZAN,7183,6/3/2020,500,6.34375,672,53.51041667
IQZAN,7183,6/2/2020,50,-17.08333333,1130,104.0444444
IQZAN,7183,6/1/2020,0,-8.1,2011,278.7666667
IQZAN,7183,5/29/2020,3000,68.88888889,3650,68.56666667
IQZAN,7183,5/28/2020,3000,313.6363636,1500,174.2424242
IQZAN,7183,5/27/2020,5000,245.0594203,2000,105.8178054
IQZAN,7183,5/22/2020,1000,64.28911565,2150,128.3068027
IQZAN,7183,5/21/2020,1000,10.72060606,2261,137.5430952
IQZAN,7183,5/20/2020,5000,58.06966008,6396,95.74536028
IQZAN,7183,5/19/2020,1000,81.92833333,2563,179.68
IQZAN,7183,5/18/2020,900,18.48979592,1720,102.1666667
IQZAN,7183,5/15/2020,2000,31.2275139,2675,96.85612134
IQZAN,7183,5/14/2020,5000,196.1422306,2176,68.61296992
IQZAN,7183,5/13/2020,200,-5.555555556,500,40.24074074
IQZAN,7183,5/12/2020,200,31.11111111,127,3.916666667
IQZAN,7183,5/8/2020,167,-8.230769231,1027,97.93589744
IQZAN,7183,5/6/2020,1000,139.1666667,199,28.56944444
IQZAN,7183,4/30/2020,1000,114.2857143,230,23.57142857
IQZAN,7183,4/29/2020,0,-12.14285714,496,158.2142857
IQZAN,7183,4/28/2020,1000,53.82142857,651,60.52380952
IQZAN,7183,4/27/2020,500,93.75,651,168.875
IQZAN,7183,4/24/2020,500,90.38461538,851,99.46153846
IQZAN,7183,4/23/2020,600,150,500,279.375
IQZAN,7183,4/22/2020,500,84.66666667,500,99.11904762
IQZAN,7183,4/21/2020,1000,69.56862745,500,37.85294118
IQZAN,7183,4/20/2020,1000,40.34444444,3600,238.1333333
IQZAN,7183,4/17/2020,1000,118.1805556,3400,563.8888889
IQZAN,7183,4/16/2020,600,86.15384615,2200,307.4615385
IQZAN,7183,4/15/2020,400,111.6666667,400,92.54166667
IQZAN,7183,4/14/2020,200,60,400,64.03333333
IQZAN,7183,4/13/2020,300,55.26086957,500,77.26086957
IQZAN,7183,4/10/2020,350,0,3000,319.1875
IQZAN,7183,4/6/2020,400,33.92857143,150,14.66666667
IQZAN,7183,4/2/2020,200,7.916666667,5000,721.2121212
DUFU,7233,6/12/2020,250,1.6123719,1082,4.807024063
DUFU,7233,6/11/2020,629,0.469147723,559,2.694024904
DUFU,7233,6/10/2020,320,2.871046434,1595,7.393184836
DUFU,7233,6/9/2020,260,2.939166343,1030,13.24490686
DUFU,7233,6/5/2020,210,3.882664306,3869,19.37816703
DUFU,7233,6/4/2020,132,0.747418671,1362,7.086799191
DUFU,7233,6/3/2020,200,2.191923127,546,5.70787942
DUFU,7233,6/2/2020,300,3.076412702,543,5.406601812
DUFU,7233,6/1/2020,1685,-0.948932152,832,9.66045594
DUFU,7233,5/29/2020,1650,3.057747332,1766,7.773802384
DUFU,7233,5/28/2020,200,2.793373987,300,5.386365441
DUFU,7233,5/27/2020,450,3.050987162,1961,10.57423098
DUFU,7233,5/22/2020,924,4.887569296,788,8.739818941
DUFU,7233,5/21/2020,692,2.510992917,656,6.160018611
DUFU,7233,5/20/2020,310,3.257340357,1085,6.911566812
DUFU,7233,5/19/2020,240,0.006565632,623,8.279657375
DUFU,7233,5/18/2020,300,1.940193754,11186,12.94827273
DUFU,7233,5/15/2020,500,3.799909407,2214,6.79830338
DUFU,7233,5/14/2020,1000,0.287163974,1059,5.883158994
DUFU,7233,5/13/2020,500,2.906580151,1226,6.821685981
DUFU,7233,5/12/2020,1000,4.40894283,2395,11.64318671
DUFU,7233,5/8/2020,290,4.540130647,955,8.435575608
DUFU,7233,5/6/2020,300,2.923180238,517,8.032057497
DUFU,7233,5/5/2020,500,2.705738248,1590,12.49035215
DUFU,7233,5/4/2020,500,0.339786853,975,8.875555126
DUFU,7233,4/30/2020,300,2.407137098,700,8.84511929
DUFU,7233,4/29/2020,300,6.62620002,3105,13.14050819
DUFU,7233,4/28/2020,210,3.180576205,849,10.22057983
DUFU,7233,4/27/2020,340,3.33607053,786,8.155073352
DUFU,7233,4/24/2020,200,4.392690798,330,6.698715238
DUFU,7233,4/23/2020,500,3.472663926,520,7.989877082
DUFU,7233,4/22/2020,300,2.153891556,1160,11.80284676
DUFU,7233,4/21/2020,120,2.558231297,792,8.631524935
DUFU,7233,4/20/2020,200,0.712120399,1500,10.16068779
DUFU,7233,4/17/2020,272,2.429855361,946,13.95490484
DUFU,7233,4/16/2020,1000,8.505664503,1245,17.70567832
DUFU,7233,4/15/2020,200,2.180199678,941,9.795133265
DUFU,7233,4/14/2020,900,3.172506828,743,13.58926908
DUFU,7233,4/13/2020,500,4.736674187,630,13.07436084
DUFU,7233,4/10/2020,200,1.833339469,470,5.848435098
DUFU,7233,4/9/2020,150,3.932767979,1018,6.817294903
DUFU,7233,4/8/2020,480,3.829568728,947,11.32315783
DUFU,7233,4/7/2020,379,5.072698222,1738,11.03971591
DUFU,7233,4/6/2020,500,3.302296027,923,7.397682068
DUFU,7233,4/3/2020,500,1.351426721,492,6.745887002
DUFU,7233,4/2/2020,366,4.07048929,793,10.06750429
SCICOM,99,6/12/2020,800,10.9075826,3243,31.85150301
SCICOM,99,6/11/2020,1000,6.828172973,1256,22.44786191
SCICOM,99,6/10/2020,1117,10.79483639,3033,42.01273887
SCICOM,99,6/9/2020,1000,6.097465293,3010,28.36374814
SCICOM,99,6/5/2020,500,13.5273473,1641,18.59259742
SCICOM,99,6/4/2020,1000,12.48528261,2275,22.53611271
SCICOM,99,6/3/2020,500,12.27408806,2153,24.95343244
SCICOM,99,6/2/2020,1100,12.00127177,2142,50.72720808
SCICOM,99,6/1/2020,1500,32.00017302,2505,19.65523176
SCICOM,99,5/29/2020,1500,21.55067901,2000,40.24317225
SCICOM,99,5/28/2020,250,11.62495375,1294,22.10670546
SCICOM,99,5/27/2020,600,9.948268645,1683,31.79404309
SCICOM,99,5/22/2020,1400,9.546154484,2267,22.47371231
SCICOM,99,5/21/2020,1000,14.42458997,1970,35.9549133
SCICOM,99,5/20/2020,400,16.66456389,3064,25.84801376
SCICOM,99,5/19/2020,1000,6.960152828,3869,26.65450422
SCICOM,99,5/18/2020,1000,12.93638957,2190,19.17868482
SCICOM,99,5/15/2020,500,3.48227841,1728,15.71697809
SCICOM,99,5/14/2020,500,3.484598649,1321,19.0035959
SCICOM,99,5/13/2020,1000,15.02336643,1000,18.19215902
SCICOM,99,5/12/2020,500,8.798242896,910,20.51728828
SCICOM,99,5/8/2020,913,11.45643573,1957,38.08065346
SCICOM,99,5/6/2020,600,10.64620151,934,24.00473839
SCICOM,99,5/5/2020,1000,17.6763165,2836,12.69252671
SCICOM,99,5/4/2020,1000,21.17079891,1807,36.44861551
SCICOM,99,4/30/2020,800,17.9508106,5537,48.03478883
SCICOM,99,4/29/2020,1000,29.68766843,3882,31.95374863
SCICOM,99,4/28/2020,1000,19.18297364,3513,32.58969839
SCICOM,99,4/27/2020,1000,8.510647507,3425,55.08681713
SCICOM,99,4/24/2020,300,12.4064242,1215,25.04698202
SCICOM,99,4/23/2020,2000,21.33697203,2959,32.22472947
SCICOM,99,4/22/2020,1000,20.9105804,2200,30.63748636
SCICOM,99,4/21/2020,500,10.26677944,1000,20.12653487
SCICOM,99,4/20/2020,1308,17.60713853,1920,23.52035373
SCICOM,99,4/17/2020,588,16.88351514,5266,59.70339815
SCICOM,99,4/16/2020,500,22.51920386,6486,86.14501238
SCICOM,99,4/15/2020,1000,12.65411966,1675,27.44602418
SCICOM,99,4/14/2020,1000,6.501956984,1268,23.10641528
SCICOM,99,4/13/2020,300,9.066324914,400,19.28918484
SCICOM,99,4/10/2020,500,11.25662561,7335,40.65249964
SCICOM,99,4/9/2020,2000,2.07579086,1537,14.8910359
SCICOM,99,4/8/2020,527,10.81259179,1605,38.32645831
SCICOM,99,4/7/2020,500,11.43201948,5221,26.53651558
SCICOM,99,4/6/2020,500,13.58113225,3376,38.13369228
SCICOM,99,4/3/2020,550,8.524846223,1730,43.4694934
SCICOM,99,4/2/2020,500,8.703941572,2080,35.12770332
FPGROUP,5277,6/12/2020,5000,10.76973811,5124,20.6122431
FPGROUP,5277,6/11/2020,3000,7.360062586,9304,43.47879851
FPGROUP,5277,6/10/2020,5000,13.93357092,13629,29.69189114
FPGROUP,5277,6/9/2020,5000,7.724820661,10796,31.61090016
FPGROUP,5277,6/5/2020,2500,17.5397383,2617,18.35195153
FPGROUP,5277,6/4/2020,2000,19.804917,4696,24.88097438
FPGROUP,5277,6/3/2020,2000,10.84973887,5605,46.12621089
FPGROUP,5277,6/2/2020,3000,17.1785694,11804,37.65740375
FPGROUP,5277,6/1/2020,2000,23.44642669,5151,34.28732327
FPGROUP,5277,5/29/2020,1500,13.19867607,3243,32.01345209
FPGROUP,5277,5/28/2020,3550,3.339494517,8660,35.11659927
FPGROUP,5277,5/27/2020,4299,17.54902894,16239,34.99824748
FPGROUP,5277,5/22/2020,2000,15.11834544,2660,30.64468451
FPGROUP,5277,5/21/2020,2000,16.90862387,6133,39.14402193
FPGROUP,5277,5/20/2020,5000,14.86146124,18418,47.40972355
FPGROUP,5277,5/19/2020,1500,26.94672593,21572,29.64869552
FPGROUP,5277,5/18/2020,4000,18.20444654,14281,27.43284221
FPGROUP,5277,5/15/2020,4000,17.00889139,7166,57.19641759
FPGROUP,5277,5/14/2020,2000,19.24569451,7819,35.21502316
FPGROUP,5277,5/13/2020,2000,7.009121116,7497,36.56894182
FPGROUP,5277,5/12/2020,5000,13.04750507,16756,70.808423
FPGROUP,5277,5/8/2020,5000,21.39705259,18311,30.45665719
FPGROUP,5277,5/6/2020,5000,11.06095446,27891,43.28001234
FPGROUP,5277,5/5/2020,5000,40.54370515,14225,39.86045732
FPGROUP,5277,5/4/2020,5000,25.52706151,7337,33.63456584
FPGROUP,5277,4/30/2020,5000,8.939329476,19410,55.14400443
FPGROUP,5277,4/29/2020,5000,9.169960807,26358,20.95846338
FPGROUP,5277,4/28/2020,3000,19.37074026,5191,37.73136434
FPGROUP,5277,4/27/2020,2000,11.33938736,8676,48.73331389
FPGROUP,5277,4/24/2020,3000,15.13430504,5224,23.25858967
FPGROUP,5277,4/23/2020,3000,8.921139646,10223,39.38644728
FPGROUP,5277,4/22/2020,5000,16.88057813,8381,39.06684144
FPGROUP,5277,4/21/2020,2000,12.59127873,4936,22.38568303
FPGROUP,5277,4/20/2020,5000,11.58663681,15476,31.91618154
FPGROUP,5277,4/17/2020,5000,8.113764456,27603,57.23698935
FPGROUP,5277,4/16/2020,5000,-4.730195923,15771,60.81807845
FPGROUP,5277,4/15/2020,5000,21.03718293,18052,49.89430195
FPGROUP,5277,4/14/2020,5000,24.03728898,21010,43.61002971
FPGROUP,5277,4/13/2020,5000,3.552340089,5668,37.46698889
FPGROUP,5277,4/10/2020,3000,11.54520979,3914,20.08397899
FPGROUP,5277,4/9/2020,3000,7.042817562,13681,35.44621256
FPGROUP,5277,4/8/2020,5000,4.196556432,9681,40.89847205
FPGROUP,5277,4/7/2020,5000,19.14584191,15539,35.68244579
FPGROUP,5277,4/6/2020,5000,14.98308066,15648,29.56232877
FPGROUP,5277,4/3/2020,3000,8.607330853,6280,50.9784
FPGROUP,5277,4/2/2020,5000,13.05541691,13309,43.83223605
SCIENTX,4731,6/12/2020,68,1.045873565,250,6.428150569
SCIENTX,4731,6/11/2020,50,-0.056250956,746,6.264013589
SCIENTX,4731,6/10/2020,30,0.387259155,400,2.939507245
SCIENTX,4731,6/9/2020,108,1.017607866,500,5.792044426
SCIENTX,4731,6/5/2020,30,0.33475654,162,3.07962908
SCIENTX,4731,6/4/2020,200,2.524457341,308,2.552273729
SCIENTX,4731,6/3/2020,136,1.895578076,535,3.885823607
SCIENTX,4731,6/2/2020,50,0.525170334,491,1.325628935
SCIENTX,4731,6/1/2020,150,1.663376005,300,2.127652559
SCIENTX,4731,5/29/2020,200,1.849658491,319,1.976739589
SCIENTX,4731,5/28/2020,100,1.318790455,511,2.669896492
SCIENTX,4731,5/27/2020,148,-1.258382123,500,4.664729484
SCIENTX,4731,5/22/2020,100,1.199863256,500,2.684967448
SCIENTX,4731,5/21/2020,873,2.592617125,1151,4.095368948
SCIENTX,4731,5/20/2020,410,1.641013245,500,5.758245274
SCIENTX,4731,5/19/2020,100,2.461327935,200,2.430186485
SCIENTX,4731,5/18/2020,227,4.614549456,200,3.191780525
SCIENTX,4731,5/15/2020,30,0.8128592,100,1.676191249
